afTimesInSeconds	afPressures1	afPressures2	afPressures3	afPressures4	afPressures5	afPressures6	afPressures7	afPressures8	afAveragePressure	abActiveZones
3141.630	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3141.749	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3141.870	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3141.992	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.110	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.232	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.351	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.472	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.592	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.836	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3142.952	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3143.135	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3143.252	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3143.372	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3143.492	0.000	-1.000	0.000	-2.000	0.000	1.000	0.000	0.000	-0.276	0.000
3143.611	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	0.000	-0.417	0.000
3143.734	0.000	-1.000	0.000	-2.000	0.000	0.000	-1.000	0.000	-0.573	0.000
3143.850	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	0.000	-0.417	0.000
3143.971	0.000	-1.000	0.000	-2.000	0.000	1.000	0.000	0.000	-0.276	0.000
3144.092	0.000	-1.000	0.000	-2.000	0.000	1.000	0.000	0.000	-0.276	0.000
3144.212	0.000	-1.000	0.000	-2.000	0.000	1.000	0.000	0.000	-0.276	0.000
3144.333	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.136	0.000
3144.451	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.136	0.000
3144.571	0.000	-1.000	0.000	-1.000	1.000	1.000	1.000	1.000	0.296	0.000
3144.691	0.000	-1.000	0.000	-1.000	1.000	2.000	1.000	1.000	0.437	0.000
3144.809	0.000	-1.000	0.000	-1.000	1.000	2.000	1.000	1.000	0.437	0.000
3144.931	0.000	-1.000	0.000	-1.000	1.000	2.000	1.000	1.000	0.437	0.000
3145.052	0.000	-1.000	0.000	-1.000	1.000	2.000	1.000	1.000	0.437	0.000
3145.170	0.000	-1.000	0.000	-1.000	1.000	2.000	1.000	1.000	0.437	0.000
3145.292	0.000	-1.000	0.000	-1.000	1.000	1.000	1.000	1.000	0.296	0.000
3145.413	0.000	-1.000	0.000	-1.000	0.000	1.000	1.000	0.000	0.020	0.000
3145.530	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.136	0.000
3145.651	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.136	0.000
3145.773	0.000	-1.000	0.000	-2.000	-1.000	0.000	0.000	-1.000	-0.693	0.000
3145.890	0.000	-1.000	0.000	-2.000	-1.000	0.000	-1.000	-1.000	-0.849	0.000
3146.011	0.000	-1.000	0.000	-2.000	-1.000	0.000	-1.000	-1.000	-0.849	0.000
3146.127	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	-1.000	-0.550	0.000
3146.253	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.136	0.000
3146.373	0.000	-1.000	0.000	-2.000	0.000	1.000	0.000	0.000	-0.276	0.000
3146.493	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	-1.000	-0.550	0.000
3146.609	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	-1.000	-0.550	0.000
3146.728	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	-1.000	-0.550	0.000
3146.851	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	-1.000	-0.550	0.000
3146.966	0.000	-1.000	0.000	-2.000	0.000	0.000	0.000	-1.000	-0.550	0.000
3147.090	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	-1.000	-0.269	0.000
3147.211	0.000	-1.000	0.000	-1.000	0.000	1.000	0.000	-1.000	-0.269	0.000
3147.391	0.000	0.000	1.000	-1.000	0.000	1.000	0.000	0.000	0.149	0.000
3147.513	0.000	4.000	3.000	2.000	2.000	2.000	1.000	0.000	1.993	0.000
3147.631	0.000	9.000	12.000	7.000	7.000	4.000	2.000	0.000	5.858	1.000
3147.754	0.000	10.000	18.000	12.000	10.000	6.000	3.000	0.000	8.450	1.000
3147.871	0.000	7.000	16.000	11.000	10.000	6.000	3.000	1.000	7.737	1.000
3147.990	0.000	5.000	11.000	8.000	9.000	6.000	3.000	1.000	6.161	1.000
3148.112	0.000	3.000	8.000	6.000	9.000	6.000	3.000	1.000	5.163	1.000
3148.235	0.000	2.000	6.000	5.000	8.000	6.000	2.000	1.000	4.292	1.000
3148.350	0.000	2.000	5.000	5.000	8.000	6.000	2.000	1.000	4.144	1.000
3148.470	0.000	2.000	5.000	5.000	8.000	6.000	2.000	1.000	4.144	1.000
3148.591	0.000	0.000	4.000	4.000	8.000	6.000	2.000	1.000	3.583	1.000
3148.710	0.000	0.000	3.000	3.000	7.000	6.000	2.000	1.000	3.152	1.000
3148.831	0.000	0.000	3.000	3.000	7.000	6.000	2.000	1.000	3.152	1.000
3148.950	0.000	0.000	3.000	3.000	7.000	6.000	2.000	1.000	3.152	1.000
3149.071	0.000	0.000	4.000	3.000	8.000	6.000	2.000	1.000	3.442	1.000
3149.194	0.000	1.000	4.000	4.000	8.000	6.000	2.000	1.000	3.719	1.000
3149.372	0.000	0.000	4.000	4.000	8.000	6.000	2.000	1.000	3.583	1.000
3149.489	0.000	0.000	3.000	3.000	8.000	6.000	2.000	1.000	3.294	1.000
3149.606	0.000	0.000	3.000	3.000	7.000	6.000	2.000	1.000	3.152	1.000
3149.726	0.000	0.000	3.000	3.000	7.000	5.000	1.000	0.000	2.721	1.000
3149.851	0.000	0.000	3.000	3.000	7.000	5.000	1.000	0.000	2.721	1.000
3149.969	0.000	0.000	3.000	3.000	7.000	5.000	1.000	0.000	2.721	1.000
3150.090	0.000	1.000	4.000	3.000	8.000	6.000	1.000	0.000	3.289	1.000
3150.210	0.000	1.000	4.000	4.000	8.000	6.000	2.000	1.000	3.719	1.000
3150.332	0.000	0.000	4.000	3.000	8.000	6.000	2.000	1.000	3.442	1.000
3150.451	0.000	0.000	3.000	3.000	7.000	6.000	2.000	1.000	3.152	1.000
3150.568	0.000	0.000	3.000	2.000	7.000	6.000	2.000	1.000	3.012	1.000
3150.690	0.000	0.000	3.000	3.000	8.000	6.000	2.000	1.000	3.294	1.000
3150.810	0.000	0.000	3.000	3.000	8.000	7.000	3.000	2.000	3.725	1.000
3150.928	0.000	1.000	4.000	4.000	9.000	7.000	3.000	2.000	4.292	1.000
3151.110	0.000	1.000	4.000	4.000	8.000	6.000	3.000	2.000	4.009	1.000
3151.232	0.000	2.000	6.000	5.000	8.000	6.000	2.000	1.000	4.292	1.000
3151.350	0.000	2.000	6.000	5.000	8.000	5.000	2.000	1.000	4.151	1.000
3151.468	0.000	1.000	5.000	4.000	8.000	5.000	1.000	1.000	3.570	1.000
3151.592	0.000	1.000	5.000	4.000	7.000	5.000	1.000	1.000	3.428	1.000
3151.711	0.000	0.000	4.000	3.000	7.000	5.000	2.000	1.000	3.159	1.000
3151.832	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3151.949	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3152.074	0.000	0.000	3.000	3.000	8.000	5.000	1.000	1.000	2.997	1.000
3152.191	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3152.310	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3152.432	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3152.552	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3152.670	0.000	0.000	3.000	3.000	7.000	5.000	1.000	1.000	2.855	1.000
3152.792	0.000	0.000	3.000	3.000	7.000	4.000	1.000	1.000	2.714	1.000
3152.906	0.000	0.000	3.000	3.000	7.000	4.000	1.000	0.000	2.581	1.000
3153.028	0.000	0.000	3.000	2.000	6.000	3.000	0.000	0.000	2.001	0.000
3153.150	0.000	-1.000	2.000	0.000	5.000	3.000	0.000	0.000	1.294	0.000
3153.271	0.000	-1.000	1.000	-1.000	3.000	2.000	-1.000	-1.000	0.290	0.000
3153.391	0.000	-1.000	1.000	-2.000	3.000	2.000	-1.000	-1.000	0.150	0.000
3153.509	0.000	-1.000	1.000	-2.000	2.000	2.000	-1.000	-1.000	0.008	0.000
3153.629	0.000	-1.000	0.000	-2.000	2.000	2.000	-1.000	-1.000	-0.141	0.000
3153.749	0.000	-1.000	0.000	-2.000	2.000	2.000	-1.000	-1.000	-0.141	0.000
3153.871	0.000	-1.000	0.000	-2.000	2.000	2.000	-1.000	0.000	-0.007	0.000
3153.990	0.000	-1.000	0.000	-2.000	2.000	2.000	0.000	0.000	0.149	0.000
3154.112	0.000	-1.000	0.000	-2.000	2.000	2.000	0.000	0.000	0.149	0.000
3154.235	0.000	-1.000	0.000	-2.000	2.000	2.000	0.000	0.000	0.149	0.000
3154.413	0.000	-1.000	0.000	-2.000	2.000	3.000	1.000	1.000	0.580	0.000
3154.530	0.000	-1.000	0.000	-2.000	2.000	3.000	1.000	1.000	0.580	0.000
3154.712	0.000	-1.000	0.000	-2.000	2.000	2.000	0.000	0.000	0.149	0.000
3154.826	0.000	-1.000	0.000	-2.000	1.000	1.000	0.000	0.000	-0.134	0.000
3154.951	0.000	-1.000	0.000	-2.000	1.000	2.000	0.000	0.000	0.007	0.000
3155.071	0.000	-1.000	0.000	-2.000	1.000	2.000	0.000	0.000	0.007	0.000
3155.191	0.000	-1.000	0.000	-2.000	1.000	2.000	0.000	0.000	0.007	0.000
3155.375	0.000	-1.000	0.000	-1.000	2.000	2.000	1.000	1.000	0.579	0.000
3155.486	0.000	-1.000	0.000	-1.000	2.000	2.000	0.000	0.000	0.289	0.000
3155.613	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3155.731	0.000	-1.000	0.000	-1.000	2.000	2.000	1.000	1.000	0.579	0.000
3155.853	0.000	-1.000	0.000	-1.000	1.000	2.000	1.000	0.000	0.304	0.000
3155.966	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3156.088	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3156.211	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3156.327	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3156.450	0.000	-1.000	1.000	-1.000	1.000	1.000	0.000	0.000	0.155	0.000
3156.566	0.000	-1.000	1.000	0.000	1.000	2.000	0.000	0.000	0.436	0.000
3156.691	0.000	-1.000	1.000	0.000	1.000	1.000	0.000	0.000	0.295	0.000
3156.808	0.000	-1.000	1.000	0.000	1.000	1.000	0.000	0.000	0.295	0.000
3156.928	0.000	-1.000	1.000	-1.000	1.000	1.000	0.000	0.000	0.155	0.000
3157.109	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3157.230	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.000	0.147	0.000
3157.350	0.000	-1.000	0.000	0.000	1.000	2.000	0.000	0.000	0.287	0.000
3157.471	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.000	0.147	0.000
3157.591	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3157.715	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3157.829	0.000	-1.000	0.000	-1.000	2.000	2.000	1.000	1.000	0.579	0.000
3157.951	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3158.070	0.000	-1.000	0.000	-1.000	1.000	2.000	0.000	0.000	0.147	0.000
3158.190	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.000	0.720	0.000
3158.310	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	0.000	0.586	0.000
3158.426	0.000	-1.000	0.000	0.000	2.000	2.000	0.000	0.000	0.430	0.000
3158.550	0.000	-1.000	0.000	0.000	2.000	2.000	0.000	0.000	0.430	0.000
3158.668	0.000	-1.000	0.000	0.000	2.000	2.000	0.000	0.000	0.430	0.000
3158.794	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.000	0.147	0.000
3158.911	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.033	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.152	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	-1.000	-0.127	0.000
3159.270	0.000	-1.000	0.000	-1.000	1.000	1.000	-1.000	-1.000	-0.283	0.000
3159.388	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.512	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.633	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.746	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.871	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3159.992	0.000	-1.000	0.000	0.000	2.000	2.000	0.000	0.000	0.430	0.000
3160.109	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.000	0.720	0.000
3160.292	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.000	0.720	0.000
3160.411	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.000	0.720	0.000
3160.530	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.000	0.720	0.000
3160.651	0.000	-1.000	0.000	0.000	2.000	2.000	1.000	1.000	0.720	0.000
3160.773	0.000	-1.000	0.000	0.000	2.000	2.000	0.000	0.000	0.430	0.000
3160.891	0.000	-1.000	0.000	0.000	2.000	1.000	0.000	0.000	0.289	0.000
3161.010	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	0.000	0.006	0.000
3161.129	0.000	-1.000	0.000	-1.000	1.000	1.000	0.000	-1.000	-0.127	0.000
3161.251	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.000	0.147	0.000
3161.370	0.000	-1.000	1.000	0.000	1.000	1.000	0.000	-1.000	0.161	0.000
3161.492	0.000	0.000	1.000	0.000	2.000	1.000	0.000	-1.000	0.440	0.000
3161.613	0.000	1.000	2.000	2.000	3.000	2.000	0.000	0.000	1.422	0.000
3161.731	0.000	5.000	7.000	5.000	6.000	3.000	1.000	0.000	3.852	1.000
3161.851	0.000	7.000	12.000	8.000	11.000	5.000	3.000	0.000	6.592	1.000
3161.966	0.000	7.000	13.000	10.000	12.000	5.000	3.000	1.000	7.297	1.000
3162.092	0.000	6.000	13.000	10.000	11.000	5.000	3.000	1.000	7.018	1.000
3162.208	0.000	5.000	11.000	9.000	11.000	5.000	3.000	1.000	6.445	1.000
3162.330	0.000	3.000	9.000	7.000	11.000	5.000	2.000	1.000	5.439	1.000
3162.450	0.000	1.000	6.000	5.000	10.000	5.000	2.000	1.000	4.299	1.000
3162.572	0.000	0.000	4.000	3.000	9.000	5.000	2.000	1.000	3.444	1.000
3162.689	0.000	1.000	3.000	3.000	9.000	5.000	2.000	1.000	3.432	1.000
3162.809	0.000	2.000	4.000	4.000	9.000	5.000	2.000	1.000	3.857	1.000
3162.993	0.000	4.000	6.000	5.000	10.000	5.000	2.000	1.000	4.708	1.000
3163.106	0.000	4.000	9.000	7.000	10.000	5.000	2.000	1.000	5.433	1.000
3163.228	0.000	4.000	7.000	6.000	10.000	5.000	2.000	1.000	4.997	1.000
3163.350	0.000	2.000	7.000	6.000	10.000	5.000	2.000	1.000	4.724	1.000
3163.469	0.000	1.000	5.000	4.000	10.000	5.000	2.000	1.000	4.011	1.000
3163.591	0.000	0.000	3.000	3.000	9.000	5.000	2.000	1.000	3.296	1.000
3163.773	0.000	0.000	3.000	3.000	9.000	5.000	2.000	1.000	3.296	1.000
3163.886	0.000	0.000	3.000	3.000	9.000	5.000	2.000	1.000	3.296	1.000
3164.012	0.000	0.000	3.000	3.000	9.000	5.000	2.000	1.000	3.296	1.000
3164.132	0.000	3.000	6.000	5.000	10.000	5.000	2.000	1.000	4.572	1.000
3164.251	0.000	6.000	9.000	7.000	11.000	5.000	2.000	1.000	5.848	1.000
3164.370	0.000	5.000	10.000	7.000	11.000	5.000	2.000	1.000	5.860	1.000
3164.492	0.000	3.000	8.000	6.000	10.000	5.000	2.000	1.000	5.009	1.000
3164.610	0.000	2.000	6.000	5.000	10.000	5.000	2.000	1.000	4.436	1.000
3164.730	0.000	1.000	5.000	5.000	10.000	5.000	2.000	1.000	4.151	1.000
3164.851	0.000	0.000	4.000	3.000	9.000	5.000	2.000	1.000	3.444	1.000
3164.973	0.000	0.000	3.000	3.000	9.000	5.000	2.000	1.000	3.296	1.000
3165.150	0.000	1.000	3.000	3.000	10.000	5.000	2.000	1.000	3.574	1.000
3165.269	0.000	4.000	7.000	5.000	10.000	5.000	2.000	1.000	4.856	1.000
3165.392	0.000	3.000	8.000	6.000	11.000	5.000	2.000	1.000	5.151	1.000
3165.510	0.000	3.000	7.000	5.000	10.000	5.000	2.000	1.000	4.720	1.000
3165.630	0.000	0.000	5.000	4.000	10.000	5.000	2.000	1.000	3.875	1.000
3165.751	0.000	0.000	4.000	3.000	10.000	5.000	2.000	1.000	3.586	1.000
3165.870	0.000	0.000	3.000	3.000	10.000	5.000	2.000	1.000	3.438	1.000
3165.988	0.000	0.000	3.000	3.000	10.000	5.000	2.000	1.000	3.438	1.000
3166.109	0.000	0.000	4.000	3.000	10.000	5.000	2.000	1.000	3.586	1.000
3166.231	0.000	0.000	3.000	3.000	10.000	5.000	2.000	1.000	3.438	1.000
3166.350	0.000	0.000	3.000	2.000	9.000	4.000	1.000	1.000	2.858	1.000
3166.471	0.000	0.000	3.000	2.000	9.000	4.000	1.000	1.000	2.858	1.000
3166.591	0.000	0.000	3.000	2.000	9.000	4.000	1.000	0.000	2.725	1.000
3166.710	0.000	0.000	3.000	2.000	9.000	4.000	1.000	1.000	2.858	1.000
3166.830	0.000	0.000	3.000	2.000	9.000	4.000	1.000	1.000	2.858	1.000
3166.950	0.000	0.000	3.000	2.000	10.000	5.000	2.000	1.000	3.298	1.000
3167.075	0.000	0.000	3.000	2.000	10.000	5.000	2.000	2.000	3.431	1.000
3167.190	0.000	0.000	3.000	3.000	10.000	5.000	2.000	2.000	3.571	1.000
3167.311	0.000	0.000	3.000	3.000	10.000	5.000	2.000	2.000	3.571	1.000
3167.490	0.000	0.000	3.000	3.000	10.000	5.000	2.000	2.000	3.571	1.000
3167.610	0.000	-1.000	2.000	1.000	8.000	4.000	1.000	2.000	2.425	0.000
3167.726	0.000	-1.000	2.000	0.000	7.000	3.000	1.000	1.000	1.868	0.000
3167.849	0.000	-1.000	1.000	-1.000	5.000	2.000	0.000	1.000	0.998	0.000
3167.970	0.000	-1.000	1.000	-1.000	5.000	3.000	0.000	1.000	1.139	0.000
3168.092	0.000	-1.000	1.000	-1.000	5.000	3.000	0.000	1.000	1.139	0.000
3168.216	0.000	-1.000	0.000	-1.000	5.000	3.000	1.000	1.000	1.147	0.000
3168.326	0.000	-1.000	0.000	-1.000	5.000	3.000	1.000	1.000	1.147	0.000
3168.448	0.000	-1.000	0.000	-1.000	4.000	3.000	1.000	2.000	1.138	0.000
3168.571	0.000	-1.000	0.000	-1.000	4.000	3.000	1.000	2.000	1.138	0.000
3168.690	0.000	-1.000	0.000	-1.000	4.000	3.000	1.000	2.000	1.138	0.000
3168.810	0.000	-1.000	0.000	-1.000	4.000	2.000	1.000	1.000	0.864	0.000
3168.931	0.000	-1.000	0.000	-1.000	4.000	2.000	1.000	2.000	0.997	0.000
3169.049	0.000	-1.000	0.000	0.000	3.000	2.000	1.000	2.000	0.995	0.000
3169.166	0.000	-1.000	0.000	0.000	3.000	2.000	1.000	1.000	0.862	0.000
3169.293	0.000	-1.000	0.000	-1.000	3.000	2.000	1.000	1.000	0.722	0.000
3169.410	0.000	-1.000	0.000	-1.000	3.000	2.000	0.000	1.000	0.565	0.000
3169.530	0.000	-1.000	0.000	-1.000	3.000	2.000	0.000	1.000	0.565	0.000
3169.652	0.000	-1.000	0.000	-1.000	3.000	2.000	0.000	1.000	0.565	0.000
3169.773	0.000	-1.000	0.000	-1.000	3.000	2.000	0.000	1.000	0.565	0.000
3169.891	0.000	-1.000	0.000	0.000	3.000	2.000	0.000	1.000	0.705	0.000
3170.011	0.000	0.000	0.000	0.000	3.000	2.000	0.000	1.000	0.842	0.000
3170.131	0.000	0.000	0.000	0.000	3.000	2.000	0.000	1.000	0.842	0.000
3170.251	0.000	0.000	1.000	0.000	3.000	2.000	0.000	1.000	0.990	0.000
3170.371	0.000	0.000	1.000	0.000	3.000	2.000	0.000	1.000	0.990	0.000
3170.490	0.000	0.000	1.000	0.000	3.000	1.000	0.000	1.000	0.849	0.000
3170.669	0.000	0.000	1.000	0.000	4.000	2.000	1.000	2.000	1.422	0.000
3170.790	0.000	0.000	1.000	0.000	4.000	2.000	1.000	2.000	1.422	0.000
3170.910	0.000	0.000	1.000	0.000	4.000	2.000	1.000	2.000	1.422	0.000
3171.026	0.000	0.000	1.000	0.000	4.000	2.000	1.000	2.000	1.422	0.000
3171.150	0.000	0.000	1.000	0.000	4.000	2.000	1.000	2.000	1.422	0.000
3171.270	0.000	-1.000	1.000	0.000	3.000	2.000	1.000	2.000	1.143	0.000
3171.391	0.000	0.000	0.000	0.000	4.000	2.000	1.000	2.000	1.274	0.000
3171.510	0.000	0.000	1.000	1.000	4.000	2.000	1.000	2.000	1.562	0.000
3171.630	0.000	0.000	1.000	1.000	4.000	2.000	1.000	2.000	1.562	0.000
3171.751	0.000	0.000	1.000	1.000	4.000	2.000	1.000	2.000	1.562	0.000
3171.871	0.000	0.000	1.000	1.000	4.000	2.000	1.000	1.000	1.429	0.000
3171.987	0.000	0.000	1.000	0.000	3.000	1.000	0.000	1.000	0.849	0.000
3172.110	0.000	0.000	1.000	0.000	3.000	1.000	-1.000	0.000	0.559	0.000
3172.230	0.000	0.000	1.000	0.000	2.000	0.000	-1.000	0.000	0.276	0.000
3172.351	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3172.468	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3172.589	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3172.710	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3172.830	0.000	0.000	0.000	0.000	2.000	1.000	0.000	0.000	0.425	0.000
3172.949	0.000	0.000	0.000	0.000	2.000	1.000	0.000	1.000	0.559	0.000
3173.068	0.000	0.000	0.000	0.000	3.000	1.000	0.000	1.000	0.701	0.000
3173.193	0.000	0.000	1.000	0.000	3.000	1.000	0.000	1.000	0.849	0.000
3173.312	0.000	0.000	1.000	0.000	3.000	2.000	1.000	1.000	1.146	0.000
3173.431	0.000	0.000	1.000	0.000	3.000	2.000	1.000	1.000	1.146	0.000
3173.549	0.000	0.000	1.000	0.000	3.000	2.000	1.000	1.000	1.146	0.000
3173.665	0.000	0.000	1.000	0.000	3.000	2.000	1.000	1.000	1.146	0.000
3173.787	0.000	0.000	1.000	0.000	3.000	1.000	1.000	1.000	1.005	0.000
3173.912	0.000	0.000	1.000	0.000	3.000	1.000	0.000	1.000	0.849	0.000
3174.030	0.000	0.000	0.000	0.000	2.000	1.000	0.000	1.000	0.559	0.000
3174.149	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.285	0.000
3174.272	0.000	0.000	0.000	-1.000	2.000	0.000	-1.000	0.000	-0.012	0.000
3174.391	0.000	0.000	0.000	-1.000	2.000	0.000	-1.000	0.000	-0.012	0.000
3174.509	0.000	0.000	0.000	-1.000	2.000	0.000	-1.000	0.000	-0.012	0.000
3174.630	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3174.746	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3174.871	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3174.988	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3175.109	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3175.231	0.000	0.000	0.000	0.000	2.000	0.000	-1.000	0.000	0.128	0.000
3175.352	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.285	0.000
3175.471	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.285	0.000
3175.590	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.285	0.000
3175.712	0.000	0.000	0.000	0.000	2.000	1.000	0.000	0.000	0.425	0.000
3175.831	0.000	0.000	1.000	0.000	2.000	1.000	0.000	0.000	0.573	0.000
3175.948	0.000	0.000	1.000	1.000	3.000	1.000	0.000	1.000	0.989	0.000
3176.072	0.000	1.000	2.000	2.000	3.000	1.000	0.000	0.000	1.281	0.000
3176.190	0.000	2.000	3.000	3.000	4.000	1.000	0.000	1.000	1.981	0.000
3176.310	0.000	3.000	6.000	5.000	5.000	2.000	1.000	1.000	3.282	1.000
3176.429	0.000	8.000	11.000	8.000	9.000	4.000	2.000	1.000	6.132	1.000
3176.550	0.000	9.000	13.000	9.000	10.000	4.000	3.000	1.000	7.004	1.000
3176.670	0.000	7.000	16.000	10.000	11.000	5.000	3.000	1.000	7.599	1.000
3176.790	0.000	5.000	11.000	8.000	11.000	6.000	2.000	1.000	6.289	1.000
3176.910	0.000	4.000	8.000	6.000	10.000	6.000	2.000	1.000	5.286	1.000
3177.031	0.000	3.000	7.000	5.000	10.000	6.000	2.000	1.000	4.861	1.000
3177.150	0.000	4.000	7.000	5.000	9.000	6.000	2.000	1.000	4.855	1.000
3177.268	0.000	4.000	8.000	6.000	10.000	6.000	2.000	2.000	5.419	1.000
3177.387	0.000	4.000	8.000	6.000	10.000	6.000	2.000	2.000	5.419	1.000
3177.508	0.000	3.000	8.000	6.000	10.000	6.000	2.000	2.000	5.283	1.000
3177.630	0.000	2.000	6.000	5.000	9.000	6.000	2.000	2.000	4.568	1.000
3177.753	0.000	2.000	5.000	4.000	9.000	6.000	2.000	2.000	4.279	1.000
3177.870	0.000	2.000	5.000	4.000	9.000	6.000	2.000	2.000	4.279	1.000
3177.990	0.000	1.000	4.000	4.000	9.000	6.000	2.000	2.000	3.995	1.000
3178.111	0.000	0.000	3.000	4.000	8.000	5.000	2.000	2.000	3.427	1.000
3178.293	0.000	0.000	3.000	3.000	8.000	5.000	2.000	2.000	3.287	1.000
3178.409	0.000	1.000	3.000	4.000	8.000	5.000	2.000	2.000	3.564	1.000
3178.528	0.000	2.000	4.000	4.000	9.000	5.000	2.000	2.000	3.990	1.000
3178.649	0.000	5.000	7.000	6.000	10.000	6.000	2.000	2.000	5.407	1.000
