afTimesInSeconds	afPressures1	afPressures2	afPressures3	afPressures4	afPressures5	afPressures6	afPressures7	afPressures8	afAveragePressure	abActiveZones
633.446	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
633.566	0.000	0.000	-1.000	0.000	0.000	1.000	0.000	0.000	0.123	0.000
633.687	0.000	0.000	-1.000	0.000	0.000	1.000	0.000	0.000	0.123	0.000
633.808	0.000	0.000	-1.000	1.000	1.000	2.000	1.000	0.000	0.946	0.000
633.925	0.000	1.000	1.000	5.000	7.000	7.000	4.000	2.000	4.893	1.000
634.047	0.000	1.000	4.000	12.000	14.000	11.000	8.000	3.000	9.802	1.000
634.169	0.000	2.000	7.000	20.000	21.000	14.000	10.000	4.000	14.407	1.000
634.290	0.000	1.000	7.000	21.000	22.000	15.000	11.000	4.000	15.230	1.000
634.409	0.000	1.000	5.000	17.000	20.000	14.000	11.000	4.000	13.421	1.000
634.529	0.000	1.000	4.000	15.000	19.000	13.000	11.000	4.000	12.401	1.000
634.648	0.000	0.000	2.000	11.000	16.000	12.000	10.000	4.000	10.251	1.000
634.768	0.000	0.000	2.000	10.000	15.000	11.000	9.000	4.000	9.428	1.000
634.889	0.000	0.000	2.000	9.000	15.000	10.000	9.000	4.000	8.947	1.000
635.008	0.000	0.000	2.000	10.000	15.000	11.000	10.000	4.000	9.588	1.000
635.127	0.000	0.000	3.000	10.000	16.000	11.000	9.000	4.000	9.720	1.000
635.248	0.000	0.000	2.000	10.000	15.000	10.000	9.000	4.000	9.195	1.000
635.364	0.000	0.000	2.000	10.000	15.000	9.000	8.000	3.000	8.802	1.000
635.490	0.000	1.000	3.000	12.000	16.000	10.000	8.000	3.000	9.823	1.000
635.608	0.000	1.000	3.000	12.000	16.000	10.000	8.000	3.000	9.823	1.000
635.728	0.000	1.000	3.000	12.000	16.000	10.000	8.000	3.000	9.823	1.000
635.849	0.000	0.000	3.000	11.000	16.000	10.000	8.000	3.000	9.575	1.000
635.970	0.000	0.000	2.000	9.000	14.000	9.000	8.000	3.000	8.372	1.000
636.087	0.000	0.000	2.000	8.000	14.000	8.000	8.000	3.000	7.891	1.000
636.211	0.000	0.000	2.000	8.000	14.000	8.000	7.000	2.000	7.731	1.000
636.329	0.000	0.000	2.000	8.000	13.000	8.000	7.000	2.000	7.550	1.000
636.447	0.000	0.000	2.000	8.000	13.000	7.000	7.000	2.000	7.316	1.000
636.569	0.000	0.000	2.000	8.000	14.000	8.000	8.000	3.000	7.891	1.000
636.688	0.000	0.000	3.000	10.000	15.000	9.000	9.000	3.000	9.072	1.000
636.809	0.000	0.000	3.000	11.000	16.000	9.000	9.000	3.000	9.501	1.000
636.933	0.000	0.000	2.000	10.000	14.000	8.000	7.000	2.000	8.227	1.000
637.046	0.000	-1.000	1.000	6.000	9.000	3.000	4.000	1.000	4.572	1.000
637.168	0.000	0.000	0.000	3.000	4.000	1.000	2.000	0.000	2.024	0.000
637.289	0.000	0.000	0.000	2.000	3.000	0.000	2.000	0.000	1.361	0.000
637.468	0.000	0.000	0.000	2.000	2.000	0.000	2.000	0.000	1.179	0.000
637.590	0.000	0.000	0.000	1.000	2.000	0.000	2.000	0.000	0.931	0.000
637.706	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
637.828	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
637.949	0.000	0.000	-1.000	1.000	0.000	0.000	0.000	-1.000	0.138	0.000
638.067	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
638.189	0.000	0.000	-1.000	0.000	-1.000	-1.000	0.000	-1.000	-0.525	0.000
638.309	0.000	0.000	-1.000	0.000	-1.000	-1.000	0.000	-1.000	-0.525	0.000
638.428	0.000	0.000	-1.000	-1.000	-1.000	-1.000	-1.000	-1.000	-0.932	0.000
638.548	0.000	0.000	-1.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.114	0.000
638.668	0.000	0.000	-1.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.114	0.000
638.848	0.000	0.000	-1.000	-1.000	-2.000	-1.000	-1.000	-1.000	-1.114	0.000
638.967	0.000	0.000	-1.000	-1.000	-2.000	-1.000	0.000	0.000	-0.954	0.000
639.089	0.000	0.000	-1.000	-1.000	-2.000	-1.000	0.000	0.000	-0.954	0.000
639.210	0.000	0.000	-1.000	-2.000	-2.000	0.000	0.000	0.000	-0.969	0.000
639.331	0.000	0.000	-1.000	-2.000	-2.000	0.000	0.000	0.000	-0.969	0.000
639.448	0.000	0.000	-1.000	-2.000	-2.000	0.000	0.000	0.000	-0.969	0.000
639.573	0.000	0.000	-1.000	-2.000	-2.000	0.000	0.000	0.000	-0.969	0.000
639.689	0.000	0.000	-1.000	-2.000	-2.000	0.000	1.000	1.000	-0.810	0.000
639.806	0.000	0.000	-1.000	-2.000	-2.000	0.000	1.000	0.000	-0.810	0.000
639.928	0.000	0.000	-1.000	-2.000	-2.000	0.000	0.000	0.000	-0.969	0.000
640.048	0.000	0.000	-1.000	-2.000	-2.000	0.000	0.000	0.000	-0.969	0.000
640.169	0.000	0.000	-1.000	-2.000	-1.000	0.000	0.000	0.000	-0.788	0.000
640.287	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	-0.430	0.000
640.410	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	-0.430	0.000
640.527	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	-0.430	0.000
640.648	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	-0.430	0.000
640.769	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	-0.430	0.000
640.887	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	0.000	-0.430	0.000
641.012	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	-1.000	-0.430	0.000
641.132	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	-1.000	-0.430	0.000
641.246	0.000	0.000	0.000	-1.000	-1.000	0.000	0.000	-1.000	-0.430	0.000
641.370	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	0.000	-0.196	0.000
641.489	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	0.000	-0.196	0.000
641.608	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	0.000	-0.196	0.000
641.726	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	-1.000	-0.196	0.000
641.846	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	-1.000	-0.196	0.000
641.966	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	-1.000	-0.196	0.000
642.088	0.000	0.000	0.000	-1.000	-1.000	1.000	0.000	-1.000	-0.196	0.000
642.207	0.000	0.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.015	0.000
642.327	0.000	0.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.015	0.000
642.444	0.000	0.000	0.000	-1.000	0.000	1.000	0.000	0.000	-0.015	0.000
642.567	0.000	0.000	0.000	-1.000	0.000	1.000	1.000	0.000	0.145	0.000
642.687	0.000	0.000	0.000	0.000	1.000	2.000	1.000	0.000	0.808	0.000
642.807	0.000	1.000	0.000	1.000	3.000	5.000	3.000	1.000	2.438	0.000
642.927	0.000	1.000	1.000	5.000	8.000	9.000	6.000	3.000	5.861	1.000
643.047	0.000	2.000	8.000	22.000	22.000	16.000	11.000	5.000	15.821	1.000
643.167	0.000	2.000	7.000	22.000	24.000	17.000	12.000	5.000	16.467	1.000
643.287	0.000	1.000	6.000	21.000	24.000	17.000	12.000	4.000	16.109	1.000
643.407	0.000	1.000	5.000	17.000	22.000	15.000	11.000	4.000	14.018	1.000
643.527	0.000	1.000	3.000	14.000	20.000	15.000	11.000	4.000	12.691	1.000
643.651	0.000	1.000	2.000	12.000	18.000	13.000	10.000	3.000	11.095	1.000
643.768	0.000	1.000	2.000	11.000	17.000	12.000	10.000	3.000	10.432	1.000
643.887	0.000	1.000	3.000	11.000	17.000	12.000	10.000	3.000	10.542	1.000
644.010	0.000	0.000	3.000	11.000	17.000	12.000	9.000	3.000	10.383	1.000
644.128	0.000	0.000	2.000	11.000	16.000	11.000	9.000	3.000	9.858	1.000
644.249	0.000	0.000	2.000	10.000	16.000	11.000	8.000	2.000	9.450	1.000
644.368	0.000	0.000	2.000	9.000	15.000	10.000	8.000	2.000	8.787	1.000
644.484	0.000	0.000	2.000	9.000	15.000	10.000	8.000	2.000	8.787	1.000
644.603	0.000	0.000	2.000	9.000	14.000	10.000	8.000	2.000	8.605	1.000
644.727	0.000	0.000	1.000	8.000	14.000	10.000	8.000	2.000	8.248	1.000
644.848	0.000	0.000	1.000	8.000	14.000	9.000	8.000	2.000	8.014	1.000
644.971	0.000	0.000	1.000	8.000	14.000	9.000	8.000	2.000	8.014	1.000
645.088	0.000	0.000	2.000	8.000	14.000	9.000	8.000	2.000	8.124	1.000
645.210	0.000	0.000	2.000	8.000	13.000	8.000	7.000	2.000	7.550	1.000
645.323	0.000	0.000	1.000	7.000	11.000	6.000	5.000	1.000	6.043	1.000
645.446	0.000	0.000	1.000	5.000	9.000	4.000	4.000	1.000	4.557	1.000
645.567	0.000	0.000	1.000	5.000	8.000	4.000	4.000	1.000	4.375	1.000
645.690	0.000	0.000	1.000	4.000	6.000	2.000	3.000	0.000	3.138	1.000
645.806	0.000	0.000	0.000	3.000	4.000	1.000	2.000	0.000	2.024	0.000
645.928	0.000	0.000	0.000	2.000	3.000	0.000	1.000	0.000	1.201	0.000
646.047	0.000	0.000	0.000	1.000	2.000	0.000	1.000	0.000	0.771	0.000
646.170	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
646.287	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
646.409	0.000	0.000	-1.000	0.000	1.000	0.000	1.000	0.000	0.232	0.000
646.528	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
646.649	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
646.767	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
646.947	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
647.067	0.000	0.000	0.000	0.000	0.000	0.000	1.000	-1.000	0.160	0.000
647.187	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
647.307	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
647.428	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
647.553	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
647.668	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
647.788	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	-1.000	-0.291	0.000
647.910	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	-1.000	-0.291	0.000
648.025	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	-1.000	-0.291	0.000
648.148	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	-1.000	-0.291	0.000
648.264	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	-1.000	-0.291	0.000
648.389	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	-1.000	-0.291	0.000
648.508	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	0.000	-0.291	0.000
648.626	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	0.000	-0.291	0.000
648.746	0.000	0.000	-1.000	0.000	-1.000	0.000	0.000	0.000	-0.291	0.000
648.869	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
648.993	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.109	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.228	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.348	0.000	1.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.465	0.000	1.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.588	0.000	1.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.707	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.828	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
649.946	0.000	1.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
650.070	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
650.189	0.000	1.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
650.366	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
650.486	0.000	1.000	-1.000	0.000	0.000	0.000	0.000	0.000	-0.110	0.000
650.605	0.000	0.000	-1.000	0.000	0.000	1.000	0.000	0.000	0.123	0.000
650.730	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	1.000	0.283	0.000
650.848	0.000	1.000	-1.000	0.000	0.000	1.000	1.000	1.000	0.283	0.000
650.964	0.000	1.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
651.089	0.000	1.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
651.209	0.000	1.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
651.326	0.000	1.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
651.446	0.000	1.000	0.000	1.000	3.000	3.000	2.000	1.000	1.812	0.000
651.566	0.000	1.000	2.000	8.000	10.000	9.000	7.000	2.000	7.238	1.000
651.752	0.000	2.000	5.000	16.000	18.000	13.000	9.000	4.000	12.257	1.000
651.868	0.000	1.000	6.000	18.000	20.000	13.000	10.000	4.000	13.386	1.000
651.988	0.000	1.000	5.000	17.000	20.000	13.000	10.000	3.000	13.028	1.000
652.104	0.000	1.000	4.000	16.000	20.000	13.000	10.000	4.000	12.671	1.000
652.228	0.000	1.000	4.000	16.000	20.000	13.000	10.000	3.000	12.671	1.000
652.347	0.000	1.000	3.000	14.000	19.000	12.000	10.000	3.000	11.650	1.000
652.467	0.000	1.000	3.000	12.000	18.000	12.000	10.000	3.000	10.972	1.000
652.588	0.000	0.000	2.000	11.000	17.000	11.000	10.000	3.000	10.199	1.000
652.711	0.000	0.000	2.000	10.000	16.000	11.000	9.000	3.000	9.610	1.000
652.889	0.000	0.000	2.000	9.000	15.000	10.000	9.000	3.000	8.947	1.000
653.007	0.000	0.000	2.000	9.000	15.000	10.000	9.000	3.000	8.947	1.000
653.128	0.000	0.000	2.000	8.000	15.000	10.000	8.000	3.000	8.539	1.000
653.246	0.000	0.000	2.000	8.000	15.000	10.000	9.000	3.000	8.699	1.000
653.365	0.000	0.000	2.000	8.000	15.000	10.000	9.000	3.000	8.699	1.000
653.488	0.000	0.000	2.000	8.000	15.000	9.000	8.000	3.000	8.306	1.000
653.609	0.000	0.000	2.000	8.000	14.000	8.000	8.000	3.000	7.891	1.000
653.736	0.000	0.000	2.000	7.000	12.000	7.000	7.000	2.000	6.887	1.000
653.849	0.000	0.000	2.000	7.000	10.000	5.000	6.000	2.000	5.897	1.000
653.969	0.000	0.000	1.000	5.000	8.000	3.000	4.000	1.000	4.142	1.000
654.086	0.000	0.000	1.000	4.000	6.000	2.000	3.000	1.000	3.138	1.000
654.208	0.000	0.000	1.000	4.000	6.000	2.000	3.000	1.000	3.138	1.000
654.333	0.000	0.000	0.000	3.000	5.000	1.000	2.000	0.000	2.205	0.000
654.447	0.000	0.000	0.000	3.000	3.000	0.000	2.000	0.000	1.609	0.000
654.568	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	1.019	0.000
654.686	0.000	0.000	0.000	2.000	2.000	0.000	1.000	0.000	1.019	0.000
654.807	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
654.927	0.000	0.000	0.000	1.000	1.000	0.000	1.000	0.000	0.589	0.000
655.045	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.160	0.000
655.167	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.160	0.000
655.288	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
655.407	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
655.526	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
655.645	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
655.766	0.000	0.000	-1.000	0.000	0.000	0.000	1.000	0.000	0.050	0.000
655.888	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.160	0.000
656.007	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
656.124	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
656.251	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
656.366	0.000	0.000	-1.000	0.000	0.000	0.000	0.000	-1.000	-0.110	0.000
656.488	0.000	0.000	0.000	0.000	0.000	0.000	0.000	-1.000	0.000	0.000
656.665	0.000	0.000	0.000	0.000	0.000	1.000	0.000	-1.000	0.233	0.000
656.791	0.000	0.000	0.000	0.000	0.000	1.000	0.000	-1.000	0.233	0.000
656.908	0.000	0.000	0.000	0.000	0.000	1.000	0.000	-1.000	0.233	0.000
657.027	0.000	0.000	0.000	0.000	0.000	1.000	0.000	-1.000	0.233	0.000
657.146	0.000	0.000	-1.000	0.000	0.000	1.000	0.000	-1.000	0.123	0.000
657.268	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
657.388	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
657.505	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
657.624	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
657.748	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
657.867	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
657.987	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
658.107	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
658.230	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
658.353	0.000	0.000	-1.000	0.000	0.000	1.000	1.000	0.000	0.283	0.000
658.468	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
658.589	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
658.708	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
658.827	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
658.946	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
659.071	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
659.186	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	0.000	0.465	0.000
659.303	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
659.427	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.575	0.000
659.546	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	1.000	0.465	0.000
659.665	0.000	0.000	-1.000	0.000	1.000	1.000	1.000	1.000	0.465	0.000
659.788	0.000	1.000	-1.000	1.000	1.000	1.000	1.000	1.000	0.713	0.000
659.907	0.000	1.000	0.000	1.000	2.000	3.000	2.000	1.000	1.631	0.000
660.091	0.000	1.000	0.000	3.000	6.000	6.000	4.000	2.000	3.872	1.000
660.208	0.000	2.000	5.000	14.000	17.000	14.000	11.000	6.000	12.132	1.000
660.329	0.000	2.000	6.000	19.000	21.000	15.000	12.000	6.000	14.602	1.000
660.446	0.000	1.000	5.000	17.000	21.000	15.000	12.000	6.000	13.996	1.000
660.568	0.000	1.000	4.000	15.000	20.000	14.000	11.000	5.000	12.815	1.000
660.687	0.000	1.000	4.000	14.000	19.000	13.000	11.000	5.000	12.153	1.000
660.807	0.000	1.000	4.000	14.000	19.000	13.000	10.000	5.000	11.993	1.000
660.927	0.000	1.000	4.000	15.000	19.000	13.000	10.000	5.000	12.241	1.000
661.046	0.000	1.000	4.000	15.000	19.000	13.000	11.000	5.000	12.401	1.000
661.172	0.000	1.000	4.000	14.000	19.000	13.000	10.000	5.000	11.993	1.000
661.288	0.000	1.000	3.000	11.000	17.000	12.000	10.000	4.000	10.542	1.000
661.408	0.000	0.000	2.000	10.000	16.000	11.000	9.000	4.000	9.610	1.000
661.529	0.000	0.000	2.000	10.000	16.000	11.000	9.000	4.000	9.610	1.000
661.651	0.000	1.000	3.000	10.000	16.000	11.000	9.000	4.000	9.720	1.000
661.767	0.000	0.000	3.000	11.000	16.000	11.000	9.000	4.000	9.968	1.000
661.889	0.000	0.000	3.000	11.000	17.000	11.000	9.000	4.000	10.149	1.000
662.007	0.000	0.000	2.000	10.000	16.000	11.000	9.000	4.000	9.610	1.000
662.126	0.000	0.000	3.000	11.000	17.000	12.000	10.000	4.000	10.542	1.000
662.250	0.000	0.000	3.000	11.000	17.000	11.000	10.000	4.000	10.309	1.000
662.367	0.000	0.000	2.000	10.000	16.000	11.000	10.000	4.000	9.770	1.000
662.488	0.000	0.000	2.000	10.000	16.000	11.000	9.000	4.000	9.610	1.000
662.607	0.000	0.000	2.000	9.000	16.000	11.000	10.000	4.000	9.522	1.000
662.727	0.000	0.000	2.000	8.000	15.000	11.000	9.000	4.000	8.932	1.000
662.846	0.000	0.000	2.000	8.000	14.000	10.000	8.000	3.000	8.357	1.000
662.968	0.000	0.000	1.000	6.000	11.000	6.000	6.000	2.000	5.954	1.000
663.088	0.000	0.000	1.000	4.000	6.000	3.000	3.000	1.000	3.371	1.000
663.208	0.000	0.000	0.000	3.000	4.000	2.000	3.000	0.000	2.416	0.000
663.325	0.000	0.000	0.000	2.000	3.000	2.000	2.000	0.000	1.827	0.000
663.448	0.000	0.000	0.000	2.000	3.000	1.000	2.000	0.000	1.594	0.000
663.570	0.000	0.000	0.000	1.000	2.000	1.000	2.000	0.000	1.164	0.000
663.689	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
663.807	0.000	0.000	0.000	1.000	2.000	1.000	1.000	-1.000	1.004	0.000
663.930	0.000	0.000	0.000	1.000	2.000	1.000	1.000	-1.000	1.004	0.000
664.044	0.000	0.000	0.000	1.000	2.000	1.000	1.000	-1.000	1.004	0.000
664.167	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
664.286	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
664.407	0.000	0.000	0.000	1.000	2.000	1.000	1.000	0.000	1.004	0.000
664.527	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
664.646	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
664.763	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
664.887	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.006	0.000	0.000	0.000	0.000	1.000	1.000	2.000	0.000	0.734	0.000
665.127	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.247	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.367	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.487	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.608	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.726	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.846	0.000	0.000	0.000	0.000	1.000	1.000	1.000	0.000	0.575	0.000
665.968	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
666.087	0.000	0.000	0.000	1.000	1.000	1.000	1.000	-1.000	0.823	0.000
666.207	0.000	0.000	0.000	1.000	1.000	1.000	1.000	-1.000	0.823	0.000
666.328	0.000	0.000	0.000	1.000	1.000	1.000	1.000	-1.000	0.823	0.000
666.511	0.000	0.000	0.000	1.000	1.000	1.000	1.000	-1.000	0.823	0.000
666.626	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.823	0.000
666.746	0.000	0.000	0.000	1.000	1.000	2.000	1.000	0.000	1.056	0.000
666.867	0.000	0.000	0.000	1.000	1.000	2.000	1.000	0.000	1.056	0.000
666.988	0.000	0.000	0.000	1.000	1.000	2.000	1.000	0.000	1.056	0.000
667.105	0.000	0.000	0.000	1.000	1.000	2.000	1.000	0.000	1.056	0.000
667.230	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
667.347	0.000	0.000	0.000	1.000	1.000	2.000	2.000	0.000	1.216	0.000
667.466	0.000	0.000	0.000	1.000	1.000	2.000	1.000	0.000	1.056	0.000
667.588	0.000	0.000	0.000	1.000	2.000	2.000	2.000	0.000	1.397	0.000
667.708	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
667.826	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
667.947	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
668.064	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
668.187	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
668.307	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
668.429	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
668.548	0.000	0.000	0.000	1.000	2.000	2.000	1.000	0.000	1.238	0.000
668.670	0.000	1.000	0.000	2.000	3.000	3.000	2.000	0.000	2.060	0.000
668.792	0.000	1.000	0.000	4.000	6.000	6.000	4.000	1.000	4.120	1.000
668.905	0.000	1.000	3.000	10.000	13.000	10.000	8.000	3.000	8.782	1.000
669.026	0.000	2.000	6.000	17.000	19.000	13.000	10.000	4.000	12.957	1.000
669.149	0.000	2.000	7.000	21.000	22.000	14.000	11.000	4.000	14.997	1.000
669.266	0.000	2.000	7.000	21.000	22.000	14.000	11.000	4.000	14.997	1.000
669.388	0.000	1.000	6.000	19.000	22.000	14.000	11.000	5.000	14.391	1.000
669.568	0.000	1.000	5.000	17.000	21.000	14.000	11.000	4.000	13.603	1.000
669.687	0.000	1.000	3.000	13.000	18.000	12.000	10.000	4.000	11.220	1.000
669.808	0.000	1.000	3.000	13.000	18.000	12.000	10.000	4.000	11.220	1.000
669.924	0.000	1.000	4.000	13.000	18.000	12.000	10.000	4.000	11.330	1.000
670.046	0.000	1.000	3.000	12.000	17.000	11.000	9.000	3.000	10.397	1.000
670.229	0.000	0.000	2.000	10.000	16.000	10.000	8.000	3.000	9.217	1.000
670.407	0.000	0.000	2.000	9.000	15.000	10.000	8.000	3.000	8.787	1.000
670.526	0.000	0.000	2.000	9.000	15.000	9.000	8.000	3.000	8.554	1.000
670.653	0.000	0.000	2.000	9.000	15.000	9.000	8.000	3.000	8.554	1.000
670.764	0.000	0.000	2.000	9.000	15.000	9.000	8.000	3.000	8.554	1.000
670.886	0.000	0.000	2.000	9.000	15.000	9.000	8.000	3.000	8.554	1.000
671.006	0.000	0.000	2.000	9.000	15.000	9.000	8.000	3.000	8.554	1.000
671.128	0.000	0.000	2.000	9.000	15.000	9.000	8.000	3.000	8.554	1.000
